study_hours,attendance,previous_scores,assignments_completed,sleep_hours,extracurricular,parental_support,internet_access,final_score,pass_fail
4.5,100.0,88.4,51.0,6.7,0,0,1,62.9,Pass
1.7,76.8,60.5,83.8,5.6,1,1,1,48.4,Pass
3.0,85.0,79.4,90.4,6.3,0,2,0,67.1,Pass
6.9,95.1,83.5,57.1,5.0,1,0,1,73.3,Pass
1.7,93.7,64.0,70.2,10.0,1,1,1,51.3,Pass
0.0,80.1,61.8,67.4,8.1,0,2,1,43.5,Pass
0.3,51.4,60.1,80.3,6.9,0,1,1,35.7,Fail
4.1,86.2,61.2,100.0,8.3,0,0,1,56.2,Pass
4.1,53.4,77.8,100.0,3.5,1,0,0,45.3,Pass
3.8,97.6,68.5,67.8,3.0,0,2,1,48.6,Pass
6.4,82.0,68.5,87.9,5.9,1,0,1,52.9,Pass
0.0,92.0,48.1,88.4,4.4,1,1,1,51.0,Pass
4.8,69.2,50.5,85.8,6.1,0,2,1,44.2,Pass
7.1,61.4,97.2,86.0,6.8,1,1,1,74.5,Pass
1.7,83.1,62.3,84.6,7.9,0,2,1,47.2,Pass
3.2,79.6,53.4,100.0,4.8,1,0,1,61.0,Pass
2.5,74.1,86.5,96.5,7.1,0,1,0,54.2,Pass
2.2,81.0,69.2,64.1,6.5,1,1,1,41.3,Pass
3.3,100.0,73.7,91.9,7.0,0,2,0,67.4,Pass
6.9,90.0,62.9,93.4,5.7,0,1,1,71.1,Pass
7.7,92.6,60.2,84.7,8.6,1,0,1,60.6,Pass
3.3,90.1,62.5,97.0,6.3,1,2,0,55.8,Pass
7.8,97.8,44.3,82.8,9.2,1,0,1,58.7,Pass
4.1,77.7,63.7,83.0,5.3,1,2,1,54.0,Pass
7.5,55.3,69.4,81.8,7.6,0,1,1,58.5,Pass
3.8,77.7,92.8,49.7,6.4,1,1,1,52.8,Pass
4.3,89.7,66.3,78.8,6.0,0,2,0,48.0,Pass
4.7,68.4,30.0,70.0,7.4,0,2,0,42.3,Pass
10.4,77.9,63.6,62.2,6.1,1,0,1,68.1,Pass
5.7,71.7,100.0,100.0,3.0,1,2,0,64.9,Pass
2.6,98.0,78.0,87.6,3.0,0,2,1,56.7,Pass
5.9,89.0,52.8,79.6,8.4,0,2,1,54.3,Pass
3.3,87.8,73.9,71.5,8.3,1,1,1,52.5,Pass
3.0,87.5,53.9,84.4,9.3,0,1,1,59.7,Pass
5.8,79.6,44.7,94.9,6.5,0,1,1,50.5,Pass
4.1,82.4,59.8,67.6,4.6,0,0,1,54.4,Pass
4.6,65.8,66.4,79.9,5.9,0,1,0,52.2,Pass
4.0,53.8,36.9,93.0,6.5,0,1,1,45.9,Pass
4.7,81.8,47.8,51.0,5.0,1,1,1,44.5,Pass
4.8,83.9,65.2,79.1,9.0,0,1,1,55.6,Pass
0.1,94.5,58.9,73.6,9.9,0,1,1,47.2,Pass
5.3,98.9,70.9,78.0,7.2,1,1,1,60.1,Pass
2.0,98.8,46.8,72.5,6.5,1,1,1,51.1,Pass
1.1,68.0,75.7,82.1,4.6,1,2,1,50.2,Pass
3.9,75.8,47.2,100.0,8.8,1,2,1,64.8,Pass
4.2,85.8,89.6,75.1,6.6,1,0,0,60.8,Pass
2.6,100.0,39.3,84.4,6.1,1,0,1,41.0,Pass
5.7,97.8,48.6,100.0,7.2,1,1,1,67.8,Pass
1.3,93.4,71.3,71.7,5.6,1,1,0,49.9,Pass
3.2,75.3,90.0,100.0,6.7,1,2,1,70.3,Pass
2.8,69.4,69.7,80.1,4.3,0,0,1,56.3,Pass
3.9,89.5,73.4,100.0,8.1,1,0,1,58.3,Pass
4.6,66.8,65.3,91.3,6.3,1,1,1,58.1,Pass
2.0,77.1,49.6,84.6,8.2,0,2,1,44.6,Pass
5.4,78.6,57.6,79.0,6.2,1,2,1,56.3,Pass
4.1,99.1,46.8,70.6,6.3,0,2,1,57.5,Pass
0.2,75.7,45.8,81.1,4.7,0,1,1,46.1,Pass
0.1,50.7,71.0,93.5,7.6,1,2,1,47.9,Pass
4.0,86.1,48.2,79.8,5.2,0,0,1,51.4,Pass
3.6,71.6,69.8,75.3,5.8,0,1,1,63.7,Pass
3.8,80.5,45.5,76.2,6.5,0,2,1,48.0,Pass
3.9,79.0,69.4,94.9,6.7,1,1,1,49.3,Pass
4.5,76.7,57.7,98.4,3.9,0,2,1,48.6,Pass
5.9,89.5,86.1,70.0,6.2,1,1,1,70.8,Pass
1.8,61.6,69.9,70.0,7.7,1,0,1,44.2,Pass
1.7,73.8,83.5,85.7,5.9,1,1,1,53.1,Pass
1.8,88.2,53.7,100.0,6.2,1,2,1,49.9,Pass
4.6,72.6,65.8,97.2,6.7,1,1,1,54.7,Pass
6.5,60.7,50.3,61.2,6.3,0,2,1,46.3,Pass
3.1,88.0,58.8,76.0,5.0,1,0,1,53.9,Pass
0.0,93.5,61.1,66.0,6.4,0,2,0,45.0,Pass
0.6,79.5,54.1,76.0,8.0,0,1,1,46.1,Pass
2.3,56.5,46.8,100.0,4.9,0,0,1,45.2,Pass
2.9,88.5,43.8,58.7,5.9,1,2,1,44.7,Pass
3.2,60.1,29.9,55.7,4.4,0,2,1,30.0,Fail
4.1,83.7,49.2,67.6,7.9,1,1,1,43.1,Pass
3.4,69.4,74.4,84.3,6.4,0,1,1,68.0,Pass
6.1,66.1,41.0,89.3,5.2,0,0,1,58.8,Pass
2.6,74.7,44.5,86.6,6.6,0,2,1,54.1,Pass
2.3,77.8,91.9,97.6,4.7,1,1,1,54.3,Pass
5.0,72.3,55.5,53.6,4.9,0,2,1,48.9,Pass
0.9,87.1,69.8,97.8,4.3,0,1,1,47.8,Pass
4.8,74.6,74.6,75.3,4.9,0,2,1,49.5,Pass
4.2,91.8,74.9,91.0,8.5,0,0,0,57.4,Pass
3.7,83.4,42.2,60.1,5.4,1,1,1,53.4,Pass
7.2,71.6,61.5,80.1,7.2,0,1,1,63.1,Pass
2.8,69.6,40.7,83.5,5.2,0,0,1,38.9,Fail
8.1,60.2,100.0,97.3,7.6,1,0,1,67.1,Pass
3.5,83.5,41.1,56.2,5.0,0,1,1,48.9,Pass
1.4,75.7,49.3,80.5,6.6,0,2,1,42.1,Pass
4.1,51.5,49.4,63.7,6.6,1,1,1,43.4,Pass
1.8,73.6,42.6,87.6,10.0,1,0,1,47.2,Pass
2.5,69.2,85.3,91.7,7.4,1,2,1,57.3,Pass
4.8,98.9,100.0,99.3,5.6,0,0,1,70.4,Pass
5.1,59.6,57.9,72.0,7.5,0,1,0,46.1,Pass
2.8,62.7,45.2,93.9,9.7,0,2,1,44.3,Pass
6.0,93.3,31.4,100.0,4.1,0,2,0,51.7,Pass
6.3,96.3,61.3,55.4,5.2,0,2,1,50.9,Pass
6.9,71.1,60.3,89.2,6.1,1,2,1,59.3,Pass
5.1,72.4,55.2,94.4,5.9,1,1,1,59.3,Pass
6.7,87.4,68.3,76.1,6.0,0,1,0,54.6,Pass
0.2,52.1,70.9,61.8,4.5,0,1,1,38.9,Fail
3.4,57.7,69.8,94.1,8.6,1,2,1,56.3,Pass
2.3,76.6,60.3,62.0,4.4,0,2,0,36.4,Fail
4.2,98.6,48.5,77.3,6.2,0,1,0,53.3,Pass
2.9,74.8,75.0,79.4,8.1,0,1,0,60.6,Pass
3.7,81.2,65.2,90.7,6.5,1,1,1,58.4,Pass
7.8,93.6,78.3,70.6,5.0,1,1,1,57.4,Pass
3.7,100.0,76.9,69.7,4.5,0,2,1,61.9,Pass
4.8,73.1,43.7,81.5,6.2,0,0,1,45.9,Pass
3.5,79.8,43.5,95.1,5.4,1,1,0,54.2,Pass
4.2,100.0,53.7,100.0,6.8,1,2,1,57.2,Pass
4.0,61.7,49.2,57.4,4.4,1,1,0,42.8,Pass
4.9,92.3,76.3,84.7,7.7,0,1,1,59.4,Pass
6.3,67.8,70.3,63.7,6.7,1,1,1,55.7,Pass
7.3,81.2,81.5,95.3,6.8,1,0,1,64.4,Pass
4.6,77.1,70.9,65.9,8.7,1,1,1,53.7,Pass
5.2,68.5,68.1,69.9,5.8,0,0,1,46.7,Pass
1.7,68.2,83.0,71.2,5.4,1,0,1,50.6,Pass
3.8,83.3,72.0,78.9,5.7,0,0,1,55.7,Pass
5.9,91.9,66.0,84.8,6.2,0,1,1,53.7,Pass
5.7,78.4,87.2,87.3,6.4,0,0,1,67.5,Pass
4.4,80.8,66.7,79.9,5.3,1,2,1,55.4,Pass
5.8,86.9,60.4,60.1,3.5,0,0,1,55.1,Pass
5.0,68.3,52.4,90.9,5.7,1,1,1,56.9,Pass
6.4,88.9,75.5,79.2,7.0,0,2,1,65.8,Pass
4.6,89.8,83.6,97.4,6.7,0,0,1,69.1,Pass
3.3,100.0,64.2,69.4,8.3,0,1,1,54.1,Pass
4.7,75.5,84.6,56.0,9.4,1,2,0,61.5,Pass
0.0,74.5,35.4,79.5,7.6,0,1,1,38.8,Fail
4.8,89.2,64.2,99.4,8.6,0,1,1,63.6,Pass
0.0,89.8,64.4,82.4,7.7,0,2,1,50.4,Pass
0.6,73.6,54.1,77.0,9.1,0,1,1,49.2,Pass
4.9,75.2,100.0,66.9,9.3,0,1,1,64.4,Pass
5.0,86.5,64.0,100.0,7.9,0,0,1,58.0,Pass
1.7,70.1,58.9,64.6,7.6,0,0,1,39.6,Fail
2.6,75.1,65.4,69.1,6.2,1,2,0,48.6,Pass
6.7,81.1,35.0,88.6,6.4,0,1,1,51.9,Pass
3.0,92.0,53.6,52.2,6.0,0,0,1,42.1,Pass
8.5,72.7,79.7,99.1,7.4,0,1,1,57.9,Pass
4.0,57.9,55.6,89.4,5.4,0,2,1,41.3,Pass
4.8,57.0,52.6,93.5,6.2,1,0,1,60.0,Pass
7.2,64.9,84.6,88.4,3.0,0,0,1,58.4,Pass
4.3,64.2,85.1,77.6,9.1,0,1,1,65.0,Pass
2.0,78.1,72.8,64.1,6.2,1,1,1,50.7,Pass
3.8,65.7,58.2,77.9,7.2,0,1,1,48.7,Pass
3.9,71.6,61.4,65.4,8.7,1,2,1,43.2,Pass
1.3,70.7,52.9,87.3,7.0,1,0,1,44.5,Pass
3.5,74.7,50.1,92.1,8.7,0,1,1,60.6,Pass
2.5,95.9,49.3,100.0,4.6,0,1,1,61.4,Pass
5.8,87.9,55.7,85.6,10.0,0,1,1,61.2,Pass
4.1,80.2,49.5,93.9,8.1,0,1,1,47.9,Pass
3.4,74.5,41.5,75.5,6.8,0,2,1,42.1,Pass
3.8,74.8,68.3,72.8,8.6,1,1,0,48.4,Pass
4.4,83.9,68.5,87.1,4.7,0,2,1,64.3,Pass
5.2,87.0,90.5,74.2,6.1,0,0,1,70.1,Pass
2.0,69.1,55.0,84.0,8.7,0,1,1,47.3,Pass
1.9,80.4,69.4,64.1,3.7,1,1,1,46.2,Pass
6.2,55.6,69.7,66.8,7.3,1,1,1,61.0,Pass
3.2,82.5,61.2,89.5,7.3,0,0,1,48.2,Pass
1.2,89.1,76.2,93.3,9.5,1,2,1,56.0,Pass
4.9,76.6,76.6,65.2,4.1,0,2,1,57.8,Pass
4.9,100.0,69.9,90.1,8.9,1,2,1,60.3,Pass
0.9,69.4,61.2,72.0,5.7,1,2,1,40.5,Pass
4.5,82.6,59.6,80.2,5.8,1,0,1,50.7,Pass
5.5,79.6,44.5,100.0,4.7,0,1,1,62.8,Pass
4.7,78.8,52.9,92.1,4.9,0,1,1,64.1,Pass
5.3,78.6,55.7,91.9,7.1,1,2,1,58.3,Pass
1.2,81.3,48.1,100.0,4.8,0,0,1,45.3,Pass
4.7,90.2,71.6,69.4,7.6,0,1,0,54.5,Pass
3.4,96.5,82.9,65.2,5.5,1,1,1,57.9,Pass
3.0,80.0,51.4,69.2,4.7,1,0,1,44.2,Pass
5.7,89.8,69.3,76.2,5.7,1,2,1,60.7,Pass
7.0,71.6,49.5,44.7,7.0,1,1,1,53.1,Pass
7.6,89.2,60.4,76.9,6.1,1,1,1,61.0,Pass
6.6,70.9,54.6,71.8,6.6,0,2,1,54.3,Pass
3.8,93.1,74.0,91.8,7.5,1,1,1,59.8,Pass
4.7,100.0,54.8,85.3,8.1,1,1,1,58.0,Pass
5.5,78.5,80.2,71.0,6.0,1,0,1,56.4,Pass
4.2,53.7,61.3,88.8,4.9,0,0,1,52.2,Pass
4.3,73.4,55.3,90.8,6.6,0,0,1,43.5,Pass
5.6,94.8,46.2,68.5,7.2,1,1,1,64.0,Pass
3.9,86.6,68.8,72.6,4.3,0,1,1,55.1,Pass
2.5,83.0,78.4,46.6,5.2,0,1,1,51.9,Pass
3.2,92.1,69.1,63.6,5.4,1,1,1,57.0,Pass
5.3,85.8,98.6,68.9,6.2,0,2,1,60.2,Pass
4.0,94.6,86.4,81.1,5.4,0,0,1,56.3,Pass
4.7,91.0,60.4,65.8,7.6,0,1,1,50.1,Pass
5.3,98.3,60.2,72.3,4.1,0,1,1,57.2,Pass
3.3,84.3,72.0,61.6,4.1,1,0,1,54.7,Pass
5.5,90.9,52.4,82.6,6.0,0,2,1,55.3,Pass
4.8,76.3,82.5,86.4,6.2,0,0,1,61.8,Pass
1.5,72.8,70.4,86.0,4.3,0,1,1,36.6,Fail
6.9,100.0,68.8,80.2,5.6,0,1,1,63.6,Pass
3.0,82.6,75.3,56.9,5.9,0,2,1,57.3,Pass
0.7,89.7,90.8,70.7,5.9,0,1,1,51.6,Pass
1.9,81.5,67.6,73.9,6.7,0,2,1,45.8,Pass
2.0,73.0,63.3,74.0,5.5,0,1,1,43.2,Pass
4.1,80.1,87.6,81.1,8.7,0,1,1,44.5,Pass
3.5,97.2,79.5,100.0,7.2,0,2,0,58.0,Pass
3.3,86.7,60.2,92.2,5.3,0,1,1,59.9,Pass
5.2,59.5,65.1,65.2,6.6,0,1,1,47.3,Pass
4.7,77.4,67.9,90.2,6.7,0,1,0,54.6,Pass
4.6,100.0,70.4,89.6,8.3,0,1,1,51.2,Pass
4.8,77.4,44.7,67.9,5.6,0,1,1,41.1,Pass
5.2,58.4,41.9,92.7,7.7,1,0,1,55.4,Pass
0.0,100.0,51.7,77.6,6.6,0,1,0,49.3,Pass
3.3,88.2,50.5,58.9,8.7,1,0,0,41.8,Pass
0.0,79.2,55.3,86.8,8.4,1,1,1,41.8,Pass
4.1,75.5,74.5,83.3,6.8,0,2,1,56.2,Pass
4.0,93.0,62.5,76.6,6.1,0,1,1,49.8,Pass
6.1,73.5,67.9,79.4,7.3,0,1,1,48.0,Pass
6.4,93.8,46.6,69.2,6.2,0,0,1,55.7,Pass
4.4,86.5,58.1,89.2,9.0,0,0,1,59.3,Pass
3.0,82.9,73.8,79.3,6.6,0,1,1,57.1,Pass
5.0,81.7,73.9,82.5,5.9,1,2,0,63.7,Pass
2.9,77.9,54.1,85.4,5.8,0,2,1,42.5,Pass
4.0,92.5,67.4,62.7,4.7,1,1,1,55.0,Pass
6.0,69.6,98.0,66.6,7.3,1,2,1,60.7,Pass
2.9,60.5,64.7,46.9,5.3,0,2,0,41.8,Pass
5.6,87.4,54.6,88.5,8.1,1,2,0,58.6,Pass
5.4,87.6,62.4,61.8,4.6,1,2,1,52.8,Pass
2.1,85.8,66.4,82.0,6.7,0,0,1,36.0,Fail
5.9,84.9,62.7,85.6,8.2,0,0,1,65.5,Pass
5.4,76.2,64.5,89.0,3.3,0,1,1,58.5,Pass
4.2,89.4,43.3,61.9,9.5,0,1,1,42.9,Pass
2.5,79.5,50.6,79.0,5.9,0,2,1,50.3,Pass
2.3,74.2,62.8,100.0,6.7,0,1,1,49.3,Pass
2.9,76.3,62.5,100.0,7.4,0,1,0,51.2,Pass
5.1,100.0,56.5,94.8,7.6,1,2,1,58.9,Pass
2.1,59.2,62.3,85.1,6.9,0,1,1,48.2,Pass
4.9,86.0,65.9,64.9,8.0,0,2,1,52.3,Pass
1.5,59.9,78.3,90.8,7.3,0,0,1,42.5,Pass
3.6,78.7,63.5,77.6,9.1,1,1,1,59.0,Pass
4.2,74.8,71.0,88.4,7.3,1,1,1,55.6,Pass
8.9,55.0,56.9,70.5,9.4,0,1,1,56.5,Pass
1.2,84.7,73.6,77.4,7.9,1,0,1,53.9,Pass
6.9,75.4,70.6,82.5,3.8,0,1,1,57.2,Pass
4.3,54.8,78.0,83.7,10.0,1,1,1,51.3,Pass
4.8,90.1,75.7,87.4,5.6,1,1,1,63.1,Pass
4.2,97.2,73.8,71.3,8.7,0,2,1,52.3,Pass
4.9,97.9,63.5,59.9,6.5,1,0,1,57.6,Pass
3.7,84.3,68.7,100.0,8.1,1,1,1,55.1,Pass
6.9,80.6,81.0,100.0,5.5,1,0,1,70.7,Pass
3.1,95.9,55.2,86.7,7.4,0,2,1,58.2,Pass
6.3,100.0,55.6,60.1,6.1,1,2,1,61.7,Pass
2.7,93.6,67.7,68.4,8.9,0,2,0,45.9,Pass
3.9,68.7,71.2,87.6,7.2,1,2,1,54.4,Pass
1.9,82.4,52.6,100.0,7.9,1,1,1,45.2,Pass
4.9,85.3,63.9,61.8,3.3,0,1,1,53.3,Pass
6.9,58.3,63.6,78.1,6.4,0,1,1,43.6,Pass
3.8,85.6,31.8,82.9,7.1,0,2,1,41.8,Pass
3.6,100.0,61.7,93.0,6.8,0,1,1,64.9,Pass
1.8,87.7,62.6,74.8,7.9,0,1,1,51.7,Pass
3.5,97.7,62.6,56.5,6.0,0,2,1,51.6,Pass
0.8,82.2,86.2,89.3,6.6,1,2,1,49.6,Pass
2.2,79.1,46.8,96.9,8.3,0,2,1,44.3,Pass
4.5,84.6,52.6,78.8,3.1,0,0,0,52.7,Pass
6.6,70.2,25.8,86.1,7.4,1,1,0,49.5,Pass
9.6,68.4,57.8,72.9,6.0,0,1,1,69.2,Pass
2.8,95.2,59.1,67.3,5.1,0,1,0,50.1,Pass
6.9,96.5,57.4,95.4,7.0,1,1,1,65.7,Pass
4.5,68.1,81.6,85.8,8.3,1,1,1,50.7,Pass
3.7,91.6,77.9,87.4,8.1,1,2,0,58.9,Pass
4.9,79.0,66.2,100.0,6.3,0,1,1,59.9,Pass
4.1,84.1,59.4,64.2,7.8,0,1,1,50.2,Pass
4.2,85.5,80.4,71.7,7.8,1,2,1,56.5,Pass
3.2,91.9,64.7,82.4,6.4,1,1,1,57.2,Pass
1.2,81.0,52.7,71.5,5.5,1,1,1,52.0,Pass
0.9,96.9,39.3,91.7,5.5,1,0,1,47.8,Pass
5.3,83.7,58.4,77.2,7.8,0,0,0,61.2,Pass
3.4,87.5,76.3,65.1,6.4,0,2,0,57.9,Pass
2.8,70.0,99.1,81.0,4.9,1,1,1,61.6,Pass
4.0,100.0,65.9,82.6,4.0,1,0,1,55.2,Pass
5.6,85.6,53.5,94.0,7.7,0,2,1,58.6,Pass
4.4,88.6,47.2,85.9,5.7,1,1,0,53.0,Pass
2.7,60.7,73.3,86.9,7.0,0,2,1,53.0,Pass
6.5,70.1,38.5,84.8,8.4,1,1,1,57.7,Pass
7.2,94.9,73.3,77.2,4.5,0,2,1,66.4,Pass
5.0,83.4,77.3,69.3,6.4,1,0,1,62.1,Pass
5.9,57.0,71.5,84.3,6.2,0,0,0,51.6,Pass
6.5,92.5,61.7,75.0,7.1,1,2,1,66.6,Pass
6.3,73.5,73.5,100.0,8.4,1,2,1,69.0,Pass
5.2,96.9,67.6,100.0,4.5,0,1,1,67.0,Pass
5.2,78.9,53.3,89.5,7.4,1,0,1,56.3,Pass
5.0,82.5,92.8,85.7,8.0,1,1,1,67.7,Pass
1.8,94.1,59.7,78.7,6.2,1,2,1,47.5,Pass
5.4,69.2,76.6,61.1,6.3,0,2,1,55.9,Pass
1.3,68.1,28.7,76.8,7.1,1,1,1,39.7,Fail
2.4,77.6,84.1,81.5,7.0,1,0,1,47.3,Pass
6.6,89.9,87.0,83.4,7.4,1,1,1,70.0,Pass
5.7,64.0,65.4,87.0,7.3,0,2,1,50.0,Pass
7.0,60.0,73.4,93.8,5.0,1,1,1,58.0,Pass
3.5,89.9,73.4,69.6,8.0,0,1,1,55.7,Pass
1.7,72.8,55.4,69.8,8.3,0,2,1,41.2,Pass
3.5,75.3,73.2,100.0,6.8,0,1,1,57.1,Pass
4.2,57.7,52.9,91.6,4.3,0,1,1,48.7,Pass
4.2,71.9,55.9,74.1,6.3,0,1,1,45.8,Pass
6.3,79.9,81.9,78.4,6.8,0,1,1,65.2,Pass
3.3,91.2,79.6,78.5,4.8,1,2,1,54.4,Pass
4.7,70.7,54.4,80.5,6.0,0,1,1,62.9,Pass
2.0,99.9,54.0,87.1,4.4,0,1,1,51.8,Pass
4.9,71.8,55.3,100.0,7.4,1,0,1,49.5,Pass
4.0,71.8,76.0,82.8,6.7,1,2,1,51.1,Pass
2.5,98.4,50.0,89.9,4.0,1,0,1,58.2,Pass
3.5,82.5,70.4,54.7,7.0,1,0,1,48.7,Pass
3.6,73.4,76.2,72.7,6.4,1,1,1,46.5,Pass
3.5,78.1,63.7,98.4,7.3,1,1,1,59.8,Pass
7.5,96.2,80.2,86.0,5.9,1,2,1,68.3,Pass
3.8,97.6,60.4,14.2,5.3,1,2,1,50.7,Pass
3.5,70.2,61.8,90.1,5.3,0,2,1,56.7,Pass
0.0,79.5,50.3,100.0,5.7,1,1,1,46.7,Pass
2.2,81.1,80.3,50.1,6.5,1,1,1,61.3,Pass
3.5,68.2,53.5,100.0,6.7,1,2,0,43.1,Pass
2.6,79.3,70.2,38.4,6.2,1,1,1,41.9,Pass
6.8,80.1,63.9,94.1,5.9,0,2,1,61.3,Pass
3.7,93.7,49.2,79.9,6.0,0,1,1,64.4,Pass
6.6,94.5,55.9,44.8,10.0,1,1,1,66.2,Pass
4.1,76.0,85.7,86.7,5.3,1,1,1,65.2,Pass
4.1,77.4,68.0,97.3,5.7,1,1,1,53.1,Pass
3.8,88.0,49.9,85.5,10.0,1,0,1,50.5,Pass
4.0,73.0,69.6,88.8,7.1,1,1,1,51.2,Pass
7.4,87.1,62.8,73.8,4.4,1,0,1,57.3,Pass
0.0,78.9,100.0,52.1,7.8,0,1,1,55.5,Pass
0.0,68.4,69.3,90.4,5.1,1,2,0,44.1,Pass
2.9,68.5,59.3,100.0,7.9,0,1,0,50.5,Pass
4.0,97.4,86.3,96.9,6.2,1,2,1,69.6,Pass
5.4,78.1,37.4,50.2,5.8,0,1,1,38.3,Fail
4.9,99.7,66.4,57.3,8.9,1,0,1,58.1,Pass
3.2,73.8,94.9,67.3,7.3,0,0,1,49.2,Pass
6.0,83.5,63.3,56.1,8.0,0,2,1,55.0,Pass
6.1,100.0,39.0,80.7,7.2,1,1,1,55.6,Pass
4.4,67.3,59.1,85.9,5.8,1,2,1,49.5,Pass
5.9,57.2,86.8,58.5,7.4,0,1,1,55.9,Pass
4.5,95.4,70.6,91.7,8.3,1,2,0,63.8,Pass
2.9,70.1,52.4,89.0,6.7,0,2,1,47.8,Pass
5.4,79.8,54.7,71.8,9.2,0,2,1,57.0,Pass
4.2,73.0,56.6,77.4,7.8,0,0,1,46.3,Pass
4.0,83.2,70.4,50.8,6.8,1,2,1,56.0,Pass
6.9,68.6,85.1,75.0,6.9,1,1,1,60.9,Pass
0.0,77.8,80.8,80.1,6.7,1,2,1,46.5,Pass
1.2,85.4,71.8,82.5,4.6,1,1,1,46.6,Pass
1.6,67.9,45.0,85.7,6.4,1,1,1,42.1,Pass
3.3,71.6,45.1,83.7,6.8,1,1,1,57.0,Pass
3.5,75.8,73.0,76.0,5.9,1,2,0,53.3,Pass
1.0,62.9,44.8,84.3,7.0,0,1,0,34.3,Fail
2.0,74.9,61.6,95.0,6.5,0,1,1,54.7,Pass
2.3,81.4,69.6,78.6,7.7,0,1,1,49.2,Pass
8.9,75.2,47.9,84.8,7.5,1,2,1,64.0,Pass
7.6,76.7,49.6,77.2,6.8,0,1,1,55.0,Pass
3.2,79.8,63.6,70.3,4.4,0,1,1,56.3,Pass
3.3,72.1,72.6,87.8,9.2,1,1,1,51.5,Pass
1.7,88.3,80.9,71.7,6.3,1,1,1,60.0,Pass
0.2,97.2,74.1,85.8,6.4,0,1,1,46.7,Pass
3.8,74.4,66.1,80.4,6.0,0,2,1,51.6,Pass
2.0,85.8,53.8,75.4,5.8,0,2,1,55.4,Pass
3.8,77.1,48.9,75.1,8.8,0,1,1,50.5,Pass
0.8,84.4,57.3,72.4,8.6,1,0,1,56.9,Pass
2.5,98.8,71.1,55.3,7.2,1,1,1,51.6,Pass
4.3,86.1,70.0,85.7,6.3,0,0,1,58.6,Pass
4.7,58.7,33.5,83.5,7.4,0,1,1,55.0,Pass
4.8,85.4,53.2,92.7,6.6,0,2,1,49.8,Pass
1.4,94.8,83.1,72.0,6.2,0,1,1,45.6,Pass
5.7,77.3,66.2,100.0,7.0,0,1,1,56.7,Pass
2.4,91.9,43.7,74.3,5.8,1,2,1,52.9,Pass
5.3,71.7,100.0,66.9,6.9,0,1,0,51.9,Pass
4.0,62.2,64.6,65.1,6.8,1,0,1,50.7,Pass
1.2,81.7,70.8,54.0,7.4,0,0,1,47.8,Pass
3.4,58.9,71.0,100.0,5.6,1,1,0,62.2,Pass
4.7,77.1,59.5,100.0,7.6,0,2,1,63.1,Pass
5.2,95.4,54.1,89.0,5.1,0,2,1,61.5,Pass
3.7,57.1,96.8,66.6,5.6,1,1,1,59.7,Pass
7.1,64.6,80.0,100.0,5.7,1,1,0,66.2,Pass
6.0,67.6,77.3,74.7,4.9,0,1,0,54.5,Pass
3.5,79.2,73.6,76.0,8.0,0,0,1,47.9,Pass
5.5,75.6,50.0,100.0,5.0,1,1,1,53.7,Pass
7.9,96.8,84.2,89.9,5.5,1,1,1,71.7,Pass
7.9,91.5,52.4,100.0,8.4,1,0,1,67.0,Pass
1.5,85.9,69.2,83.7,5.6,0,2,1,41.0,Pass
2.1,81.7,40.4,74.0,6.2,0,2,1,43.9,Pass
7.0,84.7,34.4,70.8,5.0,0,1,1,54.0,Pass
1.9,69.7,69.8,52.3,7.7,0,1,1,46.9,Pass
1.4,90.3,52.9,75.8,7.8,1,1,0,55.9,Pass
3.0,66.7,35.2,97.2,7.6,1,0,1,46.6,Pass
4.8,90.0,73.1,89.0,7.3,0,0,0,55.9,Pass
3.8,94.2,96.8,80.3,6.6,1,1,1,54.5,Pass
2.7,82.5,85.8,65.1,5.7,1,2,1,57.9,Pass
2.7,77.9,61.1,83.4,5.3,1,1,1,46.1,Pass
2.6,84.8,65.1,95.2,8.4,0,1,1,59.1,Pass
2.2,45.7,78.3,86.5,7.6,0,1,0,53.2,Pass
8.6,83.6,81.8,82.5,5.5,0,1,1,60.9,Pass
4.6,78.6,59.8,68.0,6.6,0,0,1,54.5,Pass
5.8,79.4,65.5,93.0,6.0,0,1,1,66.3,Pass
3.0,88.5,69.5,33.0,4.8,0,2,1,52.9,Pass
3.6,79.1,73.3,85.7,6.8,0,2,1,45.8,Pass
2.6,66.3,63.0,100.0,5.9,0,2,0,46.4,Pass
0.0,78.3,63.2,57.4,5.1,1,0,1,34.0,Fail
1.2,80.8,85.7,76.4,4.3,1,1,1,54.1,Pass
0.4,81.4,83.1,79.9,4.2,0,1,1,51.4,Pass
0.0,81.9,72.2,73.1,5.9,1,1,1,32.7,Fail
1.6,92.5,90.8,95.5,6.4,0,1,1,57.4,Pass
6.6,67.0,59.2,87.1,5.2,0,2,1,61.3,Pass
3.9,82.1,89.3,82.3,7.5,1,1,1,60.9,Pass
6.6,95.5,73.1,92.0,6.4,0,1,1,67.4,Pass
4.8,59.2,100.0,80.3,7.4,0,1,1,56.8,Pass
5.6,82.2,47.1,100.0,6.2,0,1,1,52.1,Pass
2.2,73.0,54.7,82.3,5.3,0,0,1,45.8,Pass
5.0,75.6,71.3,82.9,6.7,1,0,1,57.3,Pass
5.5,69.1,71.0,54.3,4.6,0,1,1,54.9,Pass
2.8,78.0,94.3,71.8,7.3,0,1,1,59.4,Pass
